Estado,ID_Expediente,Clasificacion_Norma,Fecha_Inicio,Caratula,Estado_Actual,Prioridad_Expediente,Riesgo_Financiero,Abogado_Asignado,Instancia_Actual,Audiencia_Prevista,Resultado_Final,Cantidad_de_Partes,Monto_Reclamado,Monto_Resuelto,Tipo_Demandante,Dias_en_Etapa,Juzgado,Caratula.1,Abogado_Contraparte,Tiene_Audiencia
EN TRÁMITE,880641,Norma Laboral,2005-09-20 01:23:36,Expediente 444,APELADO,Baja,Alto,Andres,Corte Suprema,2028-11-26 18:28:12,Favorable,2,3783399.25,3783131.86,Persona Física,1798,LABORAL 5,Caso relacionado 444,DR. PAREDES,1
EN TRÁMITE,371830,Norma Laboral,2023-05-02 12:42:15,Expediente 445,EN TRÁMITE,Baja,Alto,Andres,Corte Suprema,2025-05-02 02:25:28,Favorable,8,1974838.16,2708896.07,Organismo Público,1784,CIVIL 2,Caso relacionado 445,DR. PAREDES,1
TERMINADO,605629,Norma Laboral,2003-09-12 21:03:09,Expediente 446,FERIA JUDICIAL,Media,Moderado,Mariana,Segunda Instancia,2026-10-05 20:14:03,Favorable,5,3044974.77,1209839.55,Persona Física,115,CIVIL 2,Caso relacionado 446,DR. URQUIZA,1
APELADO,415507,Norma Comercial,2022-11-16 03:08:09,Expediente 447,APELADO,Media,Alto,Belén,Corte Suprema,2026-12-09 18:55:21,Favorable,5,2228421.77,757268.59,Empresa,1145,COMERCIAL 1,Caso relacionado 447,DRA. CINTIA FIAD,1
TERMINADO,459687,Norma Comercial,2004-02-02 03:56:06,Expediente 448,TERMINADO,Alta,Bajo,Andres,Corte Suprema,2027-10-14 10:28:53,Conciliación,7,3714425.99,1218421.51,Organismo Público,1677,PAZ TERCERA,Caso relacionado 448,DR. URQUIZA,1
TERMINADO,756021,Norma Civil,2017-05-06 18:29:41,Expediente 449,EN TRÁMITE,Baja,Moderado,Andres,Corte Suprema,2028-05-17 22:56:11,Favorable,7,1149372.95,376604.55,Empresa,65,LABORAL 5,Caso relacionado 449,DR. PAREDES,1
APELADO,275915,Norma Penal,2014-09-29 16:39:11,Expediente 450,TERMINADO,Alta,Bajo,Belén,Primera Instancia,2025-07-22 15:52:18,Desfavorable,9,301705.36,579752.53,Empresa,1300,COMERCIAL 1,Caso relacionado 450,DR. PAREDES,1
FERIA JUDICIAL,719961,Norma Laboral,2005-09-29 16:18:26,Expediente 451,EN TRÁMITE,Alta,Alto,Agostina,Corte Suprema,2029-12-12 10:20:36,En Proceso,3,1506647.69,423118.46,Persona Física,825,COMERCIAL 1,Caso relacionado 451,DR. URQUIZA,1
EN TRÁMITE,554179,Norma Civil,2021-11-17 22:16:18,Expediente 452,FERIA JUDICIAL,Media,Moderado,Belén,Primera Instancia,2029-01-17 02:08:36,En Proceso,8,2376800.24,1694659.46,Organismo Público,239,PAZ TERCERA,Caso relacionado 452,DR. PAREDES,1
FERIA JUDICIAL,142828,Norma Civil,2010-05-07 22:06:58,Expediente 453,FERIA JUDICIAL,Baja,Bajo,Mariana,Segunda Instancia,2027-11-07 15:22:21,Favorable,3,848420.06,3183335.61,Empresa,302,PAZ TERCERA,Caso relacionado 453,DRA. CINTIA FIAD,1
EN TRÁMITE,935036,Norma Civil,2000-07-15 22:43:53,Expediente 454,EN TRÁMITE,Baja,Moderado,Agostina,Corte Suprema,2025-06-12 17:01:11,Favorable,3,1780438.48,569827.3,Persona Física,1416,LABORAL 5,Caso relacionado 454,DR. URQUIZA,1
TERMINADO,372670,Norma Comercial,2007-06-22 10:19:52,Expediente 455,EN TRÁMITE,Baja,Moderado,Laura,Corte Suprema,2030-02-17 01:57:32,Favorable,9,2005915.26,525630.13,Persona Física,1546,COMERCIAL 1,Caso relacionado 455,DRA. CINTIA FIAD,1
EN TRÁMITE,955342,Norma Laboral,2012-03-05 03:01:47,Expediente 456,EN TRÁMITE,Media,Alto,Belén,Corte Suprema,2027-04-02 13:51:20,Conciliación,9,296385.3,2575498.65,Persona Física,969,LABORAL 5,Caso relacionado 456,DRA. CINTIA FIAD,1
TERMINADO,125592,Norma Laboral,2002-06-14 02:39:15,Expediente 457,FERIA JUDICIAL,Media,Bajo,Mariana,Segunda Instancia,2027-10-27 05:15:40,En Proceso,2,2920703.17,792746.01,Empresa,369,COMERCIAL 1,Caso relacionado 457,DR. PAREDES,1
FERIA JUDICIAL,391126,Norma Penal,2016-07-07 01:37:17,Expediente 458,APELADO,Media,Moderado,Agostina,Primera Instancia,2026-12-28 03:22:29,Favorable,6,4422873.71,394952.1,Persona Física,233,COMERCIAL 1,Caso relacionado 458,DRA. CINTIA FIAD,1
TERMINADO,886639,Norma Laboral,2008-01-21 02:13:28,Expediente 459,TERMINADO,Media,Moderado,Belén,Primera Instancia,2027-07-27 03:34:16,Desfavorable,9,767197.14,671560.07,Organismo Público,195,COMERCIAL 1,Caso relacionado 459,DR. URQUIZA,1
FERIA JUDICIAL,332041,Norma Laboral,2007-06-14 16:36:10,Expediente 460,TERMINADO,Media,Bajo,Andres,Corte Suprema,2028-12-14 23:02:11,Favorable,3,2993061.99,3695306.93,Organismo Público,907,PAZ TERCERA,Caso relacionado 460,DRA. CINTIA FIAD,1
APELADO,450877,Norma Civil,2017-06-14 18:01:31,Expediente 461,FERIA JUDICIAL,Baja,Moderado,Belén,Segunda Instancia,2025-06-05 01:44:35,En Proceso,7,3327048.63,3286777.65,Empresa,1036,COMERCIAL 1,Caso relacionado 461,DRA. CINTIA FIAD,1
APELADO,854296,Norma Penal,2010-10-21 17:31:34,Expediente 462,TERMINADO,Alta,Moderado,Laura,Segunda Instancia,2027-11-07 19:04:42,Favorable,6,2102480.06,1419487.93,Organismo Público,1930,COMERCIAL 1,Caso relacionado 462,DRA. CINTIA FIAD,1
APELADO,224982,Norma Laboral,2004-06-12 07:51:20,Expediente 463,EN TRÁMITE,Baja,Moderado,Belén,Segunda Instancia,2025-11-07 21:03:44,En Proceso,2,3508476.96,2625003.97,Persona Física,921,COMERCIAL 1,Caso relacionado 463,DRA. CINTIA FIAD,1
TERMINADO,356911,Norma Comercial,2004-04-15 22:15:23,Expediente 464,APELADO,Alta,Bajo,Agostina,Segunda Instancia,,Favorable,6,2059550.4,2151416.32,Empresa,689,CIVIL 2,Caso relacionado 464,DRA. CINTIA FIAD,0
APELADO,168619,Norma Laboral,2018-05-21 07:34:42,Expediente 465,TERMINADO,Media,Bajo,Agostina,Segunda Instancia,2030-01-28 04:26:50,Desfavorable,4,2528140.07,2710111.43,Persona Física,177,PAZ TERCERA,Caso relacionado 465,DR. PAREDES,1
EN TRÁMITE,784688,Norma Civil,2016-09-15 03:02:06,Expediente 466,APELADO,Alta,Bajo,Belén,Primera Instancia,2025-02-13 16:48:22,Favorable,8,46691.69,2732271.25,Empresa,217,CIVIL 2,Caso relacionado 466,DR. URQUIZA,1
FERIA JUDICIAL,408623,Norma Comercial,2015-04-28 09:38:21,Expediente 467,EN TRÁMITE,Baja,Bajo,Agostina,Primera Instancia,2030-06-13 03:34:04,Desfavorable,6,3461683.37,2516792.39,Empresa,1035,PAZ TERCERA,Caso relacionado 467,DR. PAREDES,1
FERIA JUDICIAL,601643,Norma Civil,2016-05-13 12:31:48,Expediente 468,TERMINADO,Baja,Alto,Andres,Primera Instancia,2025-09-30 12:56:17,Desfavorable,3,3310099.97,1068074.97,Persona Física,1470,LABORAL 5,Caso relacionado 468,DR. URQUIZA,1
EN TRÁMITE,251175,Norma Laboral,2005-07-16 03:10:52,Expediente 469,FERIA JUDICIAL,Alta,Moderado,Belén,Corte Suprema,2028-01-01 18:27:39,Favorable,2,201620.38,160830.65,Organismo Público,630,CIVIL 2,Caso relacionado 469,DR. URQUIZA,1
TERMINADO,270963,Norma Comercial,2009-04-20 05:54:43,Expediente 470,APELADO,Media,Bajo,Andres,Segunda Instancia,2027-05-07 13:34:34,Desfavorable,8,1847568.04,1824989.29,Organismo Público,164,LABORAL 5,Caso relacionado 470,DR. URQUIZA,1
TERMINADO,241826,Norma Penal,2013-02-19 18:06:31,Expediente 471,EN TRÁMITE,Media,Moderado,Andres,Corte Suprema,2029-05-01 20:54:06,Conciliación,3,4895368.89,3564440.67,Empresa,1575,COMERCIAL 1,Caso relacionado 471,DR. URQUIZA,1
FERIA JUDICIAL,855343,Norma Penal,2001-10-23 22:21:04,Expediente 472,APELADO,Baja,Moderado,Mariana,Segunda Instancia,2029-07-05 15:39:36,Favorable,8,2109475.45,2280141.55,Persona Física,53,LABORAL 5,Caso relacionado 472,DR. URQUIZA,1
APELADO,967869,Norma Comercial,2006-04-11 19:33:28,Expediente 473,TERMINADO,Alta,Alto,Belén,Primera Instancia,2025-05-22 03:18:49,Favorable,7,2514707.57,3330402.21,Persona Física,218,LABORAL 5,Caso relacionado 473,DRA. CINTIA FIAD,1
TERMINADO,198540,Norma Comercial,2001-09-08 14:35:43,Expediente 474,TERMINADO,Media,Bajo,Agostina,Corte Suprema,2025-06-12 12:33:28,Desfavorable,4,4550551.49,3966539.25,Empresa,1742,LABORAL 5,Caso relacionado 474,DR. PAREDES,1
TERMINADO,959414,Norma Civil,2009-02-21 01:51:28,Expediente 475,FERIA JUDICIAL,Media,Bajo,Andres,Primera Instancia,2028-12-23 22:28:44,Desfavorable,7,3589136.76,658646.74,Organismo Público,999,LABORAL 5,Caso relacionado 475,DR. PAREDES,1
EN TRÁMITE,727035,Norma Comercial,2004-08-08 14:54:43,Expediente 476,EN TRÁMITE,Baja,Moderado,Mariana,Segunda Instancia,2028-08-25 11:56:02,Favorable,3,2914529.95,2768651.67,Persona Física,824,PAZ TERCERA,Caso relacionado 476,DRA. CINTIA FIAD,1
EN TRÁMITE,286994,Norma Civil,2006-12-23 09:50:16,Expediente 477,EN TRÁMITE,Media,Bajo,Belén,Segunda Instancia,2026-12-09 00:29:20,Conciliación,3,3991045.36,2698802.83,Organismo Público,1384,CIVIL 2,Caso relacionado 477,DR. URQUIZA,1
APELADO,410375,Norma Laboral,2010-02-22 03:29:17,Expediente 478,FERIA JUDICIAL,Alta,Moderado,Belén,Segunda Instancia,2025-10-22 20:44:19,Desfavorable,3,4323187.67,3919922.01,Organismo Público,385,PAZ TERCERA,Caso relacionado 478,DR. PAREDES,1
TERMINADO,129301,Norma Civil,2013-05-21 09:03:06,Expediente 479,FERIA JUDICIAL,Baja,Moderado,Laura,Primera Instancia,2030-08-03 17:34:05,Desfavorable,5,2289871.48,3942474.93,Empresa,56,PAZ TERCERA,Caso relacionado 479,DRA. CINTIA FIAD,1
TERMINADO,322724,Norma Comercial,2010-02-07 12:48:52,Expediente 480,EN TRÁMITE,Baja,Alto,Laura,Segunda Instancia,2030-01-10 10:51:57,En Proceso,4,2380790.74,2748281.05,Empresa,118,PAZ TERCERA,Caso relacionado 480,DRA. CINTIA FIAD,1
EN TRÁMITE,614003,Norma Comercial,2006-06-06 04:53:54,Expediente 481,APELADO,Alta,Alto,Andres,Primera Instancia,,Conciliación,8,1936394.17,978241.09,Organismo Público,900,LABORAL 5,Caso relacionado 481,DR. PAREDES,0
TERMINADO,293783,Norma Laboral,2006-10-17 11:49:14,Expediente 482,APELADO,Baja,Alto,Laura,Corte Suprema,2030-12-20 03:55:46,Conciliación,9,4833863.64,3195230.57,Persona Física,1277,PAZ TERCERA,Caso relacionado 482,DR. PAREDES,1
FERIA JUDICIAL,796683,Norma Comercial,2013-06-12 18:53:28,Expediente 483,FERIA JUDICIAL,Media,Moderado,Andres,Segunda Instancia,2026-12-09 20:21:35,Favorable,3,3488859.61,432581.39,Persona Física,798,CIVIL 2,Caso relacionado 483,DR. URQUIZA,1
EN TRÁMITE,118752,Norma Comercial,2006-07-21 04:38:27,Expediente 484,APELADO,Media,Bajo,Agostina,Segunda Instancia,2030-10-01 04:37:49,Conciliación,3,425283.1,3123893.72,Empresa,780,PAZ TERCERA,Caso relacionado 484,DR. URQUIZA,1
APELADO,837565,Norma Penal,2008-10-10 21:04:58,Expediente 485,EN TRÁMITE,Alta,Alto,Andres,Segunda Instancia,2025-06-26 09:14:27,Favorable,8,4316168.52,3641233.52,Organismo Público,1016,COMERCIAL 1,Caso relacionado 485,DR. PAREDES,1
EN TRÁMITE,984884,Norma Penal,2020-10-22 10:49:39,Expediente 486,TERMINADO,Media,Bajo,Laura,Corte Suprema,2028-07-01 18:15:56,En Proceso,9,2407994.1,1534419.41,Persona Física,803,LABORAL 5,Caso relacionado 486,DR. URQUIZA,1
TERMINADO,768755,Norma Laboral,2017-04-26 02:35:07,Expediente 487,TERMINADO,Alta,Alto,Agostina,Segunda Instancia,2026-12-27 02:29:01,Conciliación,7,353081.99,2524388.0,Persona Física,845,COMERCIAL 1,Caso relacionado 487,DRA. CINTIA FIAD,1
APELADO,317029,Norma Civil,2013-12-01 13:32:55,Expediente 488,APELADO,Alta,Alto,Laura,Primera Instancia,2026-02-16 06:47:19,Desfavorable,7,2753089.1,1723420.21,Empresa,1204,CIVIL 2,Caso relacionado 488,DR. URQUIZA,1
EN TRÁMITE,156273,Norma Penal,2017-04-27 05:11:29,Expediente 489,FERIA JUDICIAL,Media,Moderado,Andres,Primera Instancia,2030-06-03 17:51:46,En Proceso,3,2091649.75,1753871.39,Organismo Público,1439,CIVIL 2,Caso relacionado 489,DR. URQUIZA,1
FERIA JUDICIAL,358503,Norma Civil,2022-11-02 14:47:04,Expediente 490,FERIA JUDICIAL,Alta,Alto,Mariana,Segunda Instancia,2025-01-10 06:32:05,Favorable,2,4389969.53,1244931.7,Persona Física,1894,CIVIL 2,Caso relacionado 490,DRA. CINTIA FIAD,1
FERIA JUDICIAL,716166,Norma Comercial,2010-12-11 02:29:16,Expediente 491,FERIA JUDICIAL,Media,Alto,Belén,Segunda Instancia,2026-09-03 03:56:25,En Proceso,5,1027933.07,3049707.83,Empresa,1259,CIVIL 2,Caso relacionado 491,DR. URQUIZA,1
EN TRÁMITE,891327,Norma Penal,2012-09-08 01:39:57,Expediente 492,FERIA JUDICIAL,Baja,Moderado,Laura,Corte Suprema,2029-09-21 11:06:22,Favorable,7,4134058.4,3745025.37,Persona Física,855,PAZ TERCERA,Caso relacionado 492,DRA. CINTIA FIAD,1
FERIA JUDICIAL,219968,Norma Laboral,2012-04-21 02:22:13,Expediente 493,FERIA JUDICIAL,Baja,Bajo,Andres,Corte Suprema,2025-08-14 08:35:11,En Proceso,2,2792866.57,3763299.68,Persona Física,708,LABORAL 5,Caso relacionado 493,DR. URQUIZA,1
FERIA JUDICIAL,477844,Norma Laboral,2019-05-14 21:29:12,Expediente 494,APELADO,Alta,Alto,Agostina,Corte Suprema,2027-09-19 08:59:33,Favorable,5,282505.41,703251.23,Persona Física,1844,CIVIL 2,Caso relacionado 494,DR. PAREDES,1
FERIA JUDICIAL,700847,Norma Laboral,2017-03-04 06:02:38,Expediente 495,TERMINADO,Media,Moderado,Laura,Segunda Instancia,2028-02-29 22:36:35,Conciliación,3,4859508.05,3499600.88,Empresa,1104,COMERCIAL 1,Caso relacionado 495,DR. URQUIZA,1
APELADO,110699,Norma Penal,2010-09-30 13:52:54,Expediente 496,TERMINADO,Media,Alto,Laura,Corte Suprema,2027-12-28 00:57:29,Desfavorable,4,2567950.07,2951038.61,Organismo Público,1671,CIVIL 2,Caso relacionado 496,DR. PAREDES,1
FERIA JUDICIAL,296133,Norma Civil,2004-04-05 18:03:59,Expediente 497,APELADO,Baja,Moderado,Belén,Corte Suprema,2027-06-08 23:24:47,Favorable,6,1461475.5,1015085.42,Empresa,22,LABORAL 5,Caso relacionado 497,DR. PAREDES,1
FERIA JUDICIAL,634003,Norma Comercial,2011-12-31 01:39:09,Expediente 498,FERIA JUDICIAL,Baja,Bajo,Andres,Primera Instancia,2025-03-02 19:30:30,En Proceso,6,2352340.14,273802.03,Organismo Público,1501,COMERCIAL 1,Caso relacionado 498,DR. PAREDES,1
FERIA JUDICIAL,119169,Norma Civil,2006-01-24 23:57:36,Expediente 499,APELADO,Media,Bajo,Mariana,Corte Suprema,,Favorable,3,4290710.34,1075649.08,Persona Física,843,COMERCIAL 1,Caso relacionado 499,DR. PAREDES,0
FERIA JUDICIAL,988735,Norma Laboral,2003-10-10 16:18:26,Expediente 451,EN TRÁMITE,Alta,Alto,Agostina,Corte Suprema,2031-08-24 10:20:36,En Proceso,3,1596275.1440657545,417320.55016057706,Persona Física,905,COMERCIAL 1,Caso relacionado 451,DR. URQUIZA,1
FERIA JUDICIAL,339564,Norma Laboral,2011-02-06 20:24:21,Expediente 83,FERIA JUDICIAL,Baja,Moderado,Belén,Corte Suprema,2030-02-16 08:57:34,Conciliación,6,3300591.8319213632,1252376.2613781677,Empresa,76,LABORAL 5,Caso relacionado 83,DRA. CINTIA FIAD,1
TERMINADO,239716,Norma Laboral,2019-04-23 16:42:12,Expediente 48,EN TRÁMITE,Media,Alto,Andres,Primera Instancia,2027-10-18 12:26:50,Desfavorable,5,5267056.535166009,3433302.542421867,Empresa,313,CIVIL 2,Caso relacionado 48,DR. URQUIZA,1
TERMINADO,832163,Norma Civil,2019-11-15 06:13:39,Expediente 12,FERIA JUDICIAL,Alta,Moderado,Laura,Corte Suprema,2024-10-25 06:14:36,Favorable,4,714525.6053480977,1608514.8536762695,Empresa,405,CIVIL 2,Caso relacionado 12,DRA. CINTIA FIAD,1
APELADO,432044,Norma Comercial,2004-08-02 16:33:25,Expediente 361,APELADO,Alta,Moderado,Belén,Corte Suprema,2030-10-06 07:27:22,En Proceso,4,3043110.2429641816,2328417.9264288214,Empresa,529,LABORAL 5,Caso relacionado 361,DESCONOCIDO,1
APELADO,582199,Norma Penal,2005-09-18 02:08:46,Expediente 356,TERMINADO,Alta,Alto,Agostina,Segunda Instancia,2029-12-12 06:48:37,Desfavorable,6,2962679.606119866,3848918.198010202,Empresa,219,PAZ TERCERA,Caso relacionado 356,DR. PAREDES,1
TERMINADO,684518,Norma Laboral,2000-10-27 02:39:15,Expediente 457,FERIA JUDICIAL,Media,Bajo,Mariana,Segunda Instancia,2030-03-10 05:15:40,En Proceso,2,2890792.3214400746,648182.6018870448,Empresa,380,COMERCIAL 1,Caso relacionado 457,DR. PAREDES,1
TERMINADO,305960,Norma Penal,2008-02-11 18:06:31,Expediente 471,EN TRÁMITE,Media,Moderado,Andres,Corte Suprema,2027-01-06 20:54:06,Conciliación,3,5142409.194545892,3701416.2898757774,Empresa,1335,COMERCIAL 1,Caso relacionado 471,DR. URQUIZA,1
EN TRÁMITE,903089,Norma Laboral,2020-11-13 22:29:24,Expediente 116,EN TRÁMITE,Baja,Alto,Agostina,Primera Instancia,2025-09-20 17:07:14,Favorable,8,4073461.24397112,1559075.8775652875,Persona Física,1842,COMERCIAL 1,Caso relacionado 116,DR. PAREDES,1
FERIA JUDICIAL,584813,Norma Penal,2009-02-07 13:41:22,Expediente 339,FERIA JUDICIAL,Baja,Moderado,Belén,Corte Suprema,2024-08-11 12:38:56,Conciliación,6,4704937.933157797,1459620.8001691825,Organismo Público,795,LABORAL 5,Caso relacionado 339,DRA. CINTIA FIAD,1
FERIA JUDICIAL,820762,Norma Laboral,2018-07-26 10:29:47,Expediente 367,APELADO,Media,Moderado,Mariana,Primera Instancia,2029-09-10 08:22:46,En Proceso,2,3245963.395924233,2825927.106633744,Persona Física,1168,LABORAL 5,Caso relacionado 367,DR. URQUIZA,1
EN TRÁMITE,731241,Norma Comercial,2005-01-16 04:53:54,Expediente 481,APELADO,Alta,Alto,Andres,Primera Instancia,2030-09-22 12:29:17,Conciliación,8,2270760.094249801,778844.785089681,Organismo Público,914,LABORAL 5,Caso relacionado 481,DR. PAREDES,1
TERMINADO,238494,Norma Comercial,2012-12-05 17:46:46,Expediente 299,TERMINADO,Alta,Bajo,Laura,Primera Instancia,,En Proceso,9,4957483.347984321,2592966.347863262,Organismo Público,207,PAZ TERCERA,Caso relacionado 299,DR. URQUIZA,0
FERIA JUDICIAL,594287,Norma Comercial,2022-03-27 20:55:38,Expediente 94,EN TRÁMITE,Media,Bajo,Belén,Corte Suprema,2028-07-27 06:15:24,Desfavorable,6,1615689.5278511527,2853533.358739697,Empresa,906,COMERCIAL 1,Caso relacionado 94,DR. URQUIZA,1
EN TRÁMITE,695806,Norma Laboral,2013-08-12 19:15:59,Expediente 221,APELADO,Baja,Bajo,Mariana,Corte Suprema,2029-11-15 00:18:10,Conciliación,8,6020983.967949892,767266.7161754981,Organismo Público,1237,LABORAL 5,Caso relacionado 221,DRA. CINTIA FIAD,1
EN TRÁMITE,769066,Norma Laboral,2009-06-09 03:01:47,Expediente 456,EN TRÁMITE,Media,Alto,Belén,Corte Suprema,2029-09-27 13:51:20,Conciliación,9,350744.0669550373,2791812.905905002,Persona Física,1049,LABORAL 5,Caso relacionado 456,DRA. CINTIA FIAD,1
EN TRÁMITE,773338,Norma Penal,2015-06-12 06:12:50,Expediente 26,APELADO,Alta,Bajo,Agostina,Segunda Instancia,,Conciliación,8,1556013.2434174574,490014.8766777603,Empresa,186,PAZ TERCERA,Caso relacionado 26,DRA. CINTIA FIAD,0
FERIA JUDICIAL,379488,Norma Laboral,2012-04-25 07:20:06,Expediente 271,EN TRÁMITE,Media,Bajo,Agostina,Segunda Instancia,2024-06-30 18:12:27,Desfavorable,8,4224254.789764596,502025.121909179,Organismo Público,773,CIVIL 2,Caso relacionado 271,DRA. CINTIA FIAD,1
TERMINADO,783159,Norma Laboral,2011-08-07 23:34:01,Expediente 4,TERMINADO,Baja,Bajo,Belén,Corte Suprema,2024-12-19 01:03:51,Desfavorable,4,4258743.393362009,2347196.7989828824,Empresa,694,COMERCIAL 1,Caso relacionado 4,DR. PAREDES,1
FERIA JUDICIAL,307517,Norma Penal,2004-02-16 04:42:30,Expediente 146,APELADO,Media,Bajo,Andres,Primera Instancia,2027-02-04 12:04:03,Desfavorable,7,3412730.5831933883,1837344.0703818789,Persona Física,1730,COMERCIAL 1,Caso relacionado 146,DRA. CINTIA FIAD,1
APELADO,577832,Norma Laboral,2003-09-02 07:02:54,Expediente 58,FERIA JUDICIAL,Media,Bajo,Laura,Primera Instancia,2030-07-21 02:22:48,Conciliación,2,717371.5136942012,587105.3451493607,Persona Física,999,PAZ TERCERA,Caso relacionado 58,DR. URQUIZA,1
FERIA JUDICIAL,326549,Norma Civil,2008-05-12 12:18:06,Expediente 243,TERMINADO,Media,Bajo,Mariana,Corte Suprema,2029-03-14 15:37:13,Desfavorable,9,2551882.773924473,2694870.7761570374,Empresa,324,COMERCIAL 1,Caso relacionado 243,DRA. CINTIA FIAD,1
EN TRÁMITE,654541,Norma Comercial,2005-07-08 13:21:46,Expediente 160,EN TRÁMITE,Baja,Bajo,Mariana,Segunda Instancia,2027-04-22 12:39:49,Desfavorable,4,4307238.668549148,3637431.94152906,Persona Física,1365,PAZ TERCERA,Caso relacionado 160,DRA. CINTIA FIAD,1
TERMINADO,572956,Norma Laboral,2022-02-22 10:39:08,Expediente 421,FERIA JUDICIAL,Media,Alto,Agostina,Segunda Instancia,2028-05-04 16:40:43,Conciliación,6,1728581.6122550033,946220.582575386,Organismo Público,1618,PAZ TERCERA,Caso relacionado 421,DR. URQUIZA,1
TERMINADO,269576,Norma Civil,2015-11-22 14:42:43,Expediente 158,FERIA JUDICIAL,Alta,Alto,Laura,Primera Instancia,2030-03-13 04:47:18,En Proceso,4,1343761.345414253,732028.4686519167,Persona Física,1127,COMERCIAL 1,Caso relacionado 158,DR. URQUIZA,1
EN TRÁMITE,722935,Norma Civil,1997-09-02 22:43:53,Expediente 454,EN TRÁMITE,Baja,Moderado,Agostina,Corte Suprema,2023-11-20 17:01:11,Favorable,3,1450327.0594537775,409020.1002372314,Persona Física,1392,LABORAL 5,Caso relacionado 454,DR. URQUIZA,1
EN TRÁMITE,636255,Norma Laboral,2021-04-11 23:32:49,Expediente 373,APELADO,Media,Moderado,Agostina,Corte Suprema,2028-09-17 08:30:20,Favorable,6,2389668.1870304374,1393930.623742756,Persona Física,263,CIVIL 2,Caso relacionado 373,DRA. CINTIA FIAD,1
FERIA JUDICIAL,791871,Norma Laboral,2014-03-16 07:53:59,Expediente 25,EN TRÁMITE,Alta,Bajo,Agostina,Segunda Instancia,2031-04-13 22:48:54,En Proceso,9,1442855.337320675,3527455.5731484164,Persona Física,1695,COMERCIAL 1,Caso relacionado 25,DRA. CINTIA FIAD,1
EN TRÁMITE,225234,Norma Comercial,2004-12-17 09:45:05,Expediente 330,FERIA JUDICIAL,Alta,Moderado,Andres,Segunda Instancia,2023-08-03 10:23:00,Conciliación,9,181026.1861195384,3054988.411660493,Organismo Público,1538,LABORAL 5,Caso relacionado 330,DR. PAREDES,1
EN TRÁMITE,900464,Norma Civil,2018-12-01 21:06:15,Expediente 265,APELADO,Alta,Moderado,Agostina,Primera Instancia,2028-02-16 19:38:41,Desfavorable,2,626183.7234941798,478525.1711329514,Organismo Público,1801,CIVIL 2,Caso relacionado 265,DR. URQUIZA,1
TERMINADO,333921,Norma Laboral,2007-08-02 17:21:07,Expediente 121,EN TRÁMITE,Baja,Moderado,Laura,Corte Suprema,2026-04-24 04:42:52,Favorable,6,1429289.5639607294,500585.2372706944,Empresa,1489,PAZ TERCERA,Caso relacionado 121,DRA. CINTIA FIAD,1
EN TRÁMITE,840444,Norma Laboral,2013-10-12 08:02:13,Expediente 352,APELADO,Alta,Alto,Andres,Segunda Instancia,2026-10-05 02:28:35,Conciliación,6,5052303.053612248,4611409.229108894,Persona Física,1380,CIVIL 2,Caso relacionado 352,DR. PAREDES,1
TERMINADO,649754,Norma Penal,2017-05-02 16:30:10,Expediente 57,TERMINADO,Alta,Alto,Andres,Corte Suprema,2026-04-05 22:09:05,Conciliación,9,3474567.136780807,383972.9171803107,Empresa,760,PAZ TERCERA,Caso relacionado 57,DR. URQUIZA,1
EN TRÁMITE,620381,Norma Civil,2015-04-13 17:34:10,Expediente 320,TERMINADO,Baja,Alto,Agostina,Corte Suprema,2027-09-23 18:53:48,Conciliación,5,531788.8386359141,3230024.861490021,Empresa,1133,PAZ TERCERA,Caso relacionado 320,DR. URQUIZA,1
EN TRÁMITE,859933,Norma Civil,2012-12-31 20:06:31,Expediente 398,EN TRÁMITE,Media,Alto,Belén,Segunda Instancia,2027-04-03 07:55:06,Conciliación,6,598367.9719431446,2780912.5874396297,Empresa,1526,PAZ TERCERA,Caso relacionado 398,DRA. CINTIA FIAD,1
TERMINADO,862936,Norma Comercial,2007-07-11 03:56:06,Expediente 448,TERMINADO,Alta,Bajo,Andres,Corte Suprema,2025-08-16 10:28:53,Conciliación,7,3404816.406333563,1514389.8903736598,Organismo Público,1815,PAZ TERCERA,Caso relacionado 448,DR. URQUIZA,1
APELADO,831500,Norma Penal,1998-04-28 10:18:25,Expediente 305,FERIA JUDICIAL,Alta,Bajo,Agostina,Primera Instancia,2025-06-14 19:27:11,Desfavorable,5,3496295.2879278497,2815372.2417034144,Empresa,1568,LABORAL 5,Caso relacionado 305,DRA. CINTIA FIAD,1
